Location,Rep,block,Geno,area_mm2,perimeter_mm,majellipse_mm,minellipse_mm,color 1,COLOR 2,COLOR 3,PMG,Moisture FLOUR,Water Abs,Protein  FLOUR,PEAK TIME MINUTES,PEAK VALUE %,PEAK WIDTH %,"PEAK INTEGRAL %TQ*MIN,",SCORE mixo,SDS sedimentation,Hardness Nir,Protein grain NIR,Moisture grain NIR,rendement de la farine,Fe mg/Kg,Zn mg/Kg,Se mg/Kg,Extraction 1,Extraction 2,Extraction 3, Quantité de farine (gramme)(calculer),Glu- A1, Glu-B1,Glu-D1,Payne et all,Branlard & Dardevet
KEF,2,4,19,14.8,19.7,6.5,2.9,170.0,116.3,78.6,31.1,12.215,58.273,12.341,3.42,52.27,18.484,121.076,3,8,59.942,12.851,11.065,74.07117136,29.46196952,32.76183719,0.15810875,196.35,55.31,16.84,268.50,0,17+18,2+12,6,25
KEF,2,4,24,14.6,19.4,6.5,2.9,169.3,117.3,85.1,31.0,11.518,62.533,12.885,3.71,57.841,25.128,146.477,3,8,64.561,13.041,10.47,76.15966554,30.64448709,29.64246545,0.279936136,315.42,76.56,22.30,414.28,1,17+18,2+12,8,40
KEF,2,4,12,16.0,20.4,6.8,3.0,169.6,116.3,82.8,36.3,11.064,65.083,13.403,5.85,60.737,26.285,221.905,5,7.5,67.358,12.144,11.821,74.99671643,41.96363003,29.60077422,0.349157541,264.58,54.22,17.50,336.30,2*,17+18,2+12,8,55
KEF,2,4,20,16.7,20.5,6.7,3.2,163.2,111.7,82.0,39.3,11.027,64.267,12.83,3.5,64.854,28.714,154.353,2,11,55.815,13.202,12.191,73.883428,36.22275477,34.22437403,0.247599118,,,,360.14,0,17+18,2+12,6,25
KEF,2,4,17,15.0,19.5,6.5,2.9,161.7,111.4,79.4,33.4,11.288,62.468,13.222,3.51,65.111,25.682,142.772,2,12.5,62.35,12.626,13.099,77.11492023,34.10687188,24.07147467,0.220981791,294.69,71.99,18.20,384.88,2*,17+18,2+12,8,55
KEF,2,4,9,17.1,21.0,7.0,3.1,162.4,111.1,78.1,40.3,11.4,61.363,13.594,3.33,65.971,28.721,137.502,2,10,55.12,12.569,11.998,74.73745751,39.75331515,25.16127452,0.14029102,256.69,66.05,24.05,346.79,2*,7oe+8,2+12,10,
KEF,2,4,15,16.0,20.2,6.8,3.0,165.4,114.0,84.0,35.0,11.063,62.394,12.966,2.95,64.91,25.189,121.312,2,11,58.13,12.28,12.007,74.05262287,39.68346854,26.80156401,0.253331448,208.08,65.09,14.18,287.35,2*,17+18,2+12,8,55
KEF,2,4,7,15.9,20.3,6.8,3.0,165.5,113.8,84.0,34.4,11.189,61.827,12.68,3.06,61.876,25.267,123.702,2,8.5,63.59,13.062,9.973,76.24411072,31.48973596,28.87726625,0.216261869,,,,326.81,1,17+18,2+12,8,40
KEF,2,4,10,15.3,19.9,6.7,2.9,169.1,115.2,81.2,32.7,11.078,62.232,13.073,3.96,65.805,28.555,163.725,3,11,71.84,12.44,12.48,71.00779122,36.44707473,31.67563585,0.220323606,273.51,68.13,19.23,360.87,2*,17+18,2+12,8,55
KEF,2,4,4,16.4,20.8,6.9,3.0,164.6,112.9,82.5,36.9,11.077,63.015,12.889,3.96,68.838,30.046,169.179,3,13.5,60.25,12.717,12.113,74.65588723,24.12802129,22.2923528,0.253628592,,,,333.65,1,7,2+12,6,30
KEF,2,4,22,14.9,19.7,6.6,2.9,166.3,115.3,86.9,32.5,11.302,60.252,12.699,4.02,66.272,26.914,164.636,3,12.5,52.32,12.655,13.793,74.90415118,20.36949765,26.8659381,0.191790815,,,,388.55,0,7,2+12,4,15
CHBIKA,1,1,1,20.1,22.6,7.4,3.5,162.6,115.8,95.7,49.6,10.629,53.659,9.207,3.34,58.716,26.966,148.335,6,7.5,48.159,11.773,11.73,72.42007412,30.2,23.0,0.3,294.6,34.3,17,345.9,0,7,2+10,,
CHBIKA,2,3,1,19.9,22.3,7.3,3.5,167.8,120.8,99.1,49.5,10.762,58.854,11.772,4.1,45.626,24.696,143.04,5,7.5,56.152,11.158,11.163,72.55583346,29.2,19.7,0.3,281.3,33.2,13.3,327.8,0,7,2+10,,
CHBIKA,1,1,2,16.6,20.2,6.5,3.3,159.1,112.2,92.0,37.8,10.663,51.433,8.993,2.7,62.109,30.309,119.852,,8.5,53.854,12.376,11.795,69.33510638,44.9,48.5,0.3,225,25.2,10.5,260.7,0,7,2+10,,
CHBIKA,2,3,2,18.4,21.1,6.7,3.5,162.8,116.4,94.7,48.1,10.779,57.244,11.345,2.9,52.036,42.635,104.229,3,10.5,56.18,11.398,10.887,71.56724911,43.7,46.7,0.3,272,37.1,11.6,320.7,0,7,2+10,,
CHBIKA,1,1,3,17.2,20.6,6.6,3.3,159.8,112.9,91.3,43.3,10.508,56.753,10.318,3.59,53.48,26.429,138.579,5,6,51.161,11.62,12.398,68.5037799,22.0,49.9,0.3,249.2,42.7,17.1,309,2*,7,5+10,8,
CHBIKA,2,3,3,18.1,21.0,6.8,3.4,162.9,120.8,90.9,47.5,10.827,56.851,11.627,3.48,46.34,33.119,118.049,4,4.5,54.935,12.018,13.066,71.0866034,18.9,42.6,0.1,265.6,47,20,332.6,2*,7,5+10,8,
CHBIKA,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2+12,6,30
CHBIKA,2,4,4,18.2,21.0,6.7,3.5,170.1,120.4,93.7,50.5,10.756,56.933,11.983,3.81,55.73,41.015,146.067,6,8.5,58.755,12.194,13.138,73.14683792,27.8,14.8,0.2,280.3,40.7,15,336,1,7,2+12,6,30
CHBIKA,1,1,5,18.1,21.4,6.9,3.3,163.6,113.1,92.5,44.9,10.715,54.949,9.607,2.53,47.889,17.607,93.811,5,6,61.36,13.963,12.44,70.70772276,27.6,38.7,0.3,237.3,69.3,22,328.6,2*,7+9,2+12,7,57
CHBIKA,2,3,5,17.9,21.2,6.8,3.3,164.8,113.0,91.3,44.9,10.91,57.923,11.526,2.19,48.959,27.358,80.206,6,5,61.449,13.64,11.448,69.05694038,19.6,33.9,0.4,205.5,60,13.2,278.7,2*,7+9,2+12,7,57
CHBIKA,1,1,6,18.1,21.1,6.6,3.5,170.1,121.2,98.5,46.8,10.9,50.939,8.787,2.4,34.208,49.894,63.606,3,9.5,57.087,11.758,11.874,72.81144781,25.2,13.1,0.3,295.6,33.7,16.7,346,1,7,2+12,6,30
CHBIKA,2,3,6,19.8,22.1,6.9,3.6,165.8,122.8,89.5,55.2,10.974,56.394,11.418,2.94,45.444,28.063,102.172,2,8,69.707,11.824,13.603,71.14992464,37.1,18.4,0.3,266.3,40.2,14.5,321,1,7,2+12,6,30
CHBIKA,1,1,7,18.1,20.9,6.7,3.4,165.1,116.5,93.5,47.1,10.651,56.515,9.934,3.14,56.618,47.13,137.979,5,9,53.662,12.076,12.315,73.27302235,43.3,44.2,0.3,386.7,50.2,19.1,456,1,17+18,2+12,8,40
CHBIKA,2,4,7,16.3,20.1,6.6,3.2,163.3,112.1,81.8,42.7,10.387,58.888,12.313,3.95,55.997,24.981,145.423,4,9,57.921,12.755,13.529,64.27221172,38.7,40.2,0.2,118.1,12.5,5.4,136,1,17+18,2+12,8,40
CHBIKA,1,1,8,17.2,20.3,6.6,3.3,173.2,123.8,100.4,43.9,10.456,58.023,11.261,2.7,53.192,23.239,94.735,3,7,58.035,11.309,12.032,72.5186685,30.6,21.1,0.3,281,37.8,14.3,333.1,1,7,2+12,6,30
CHBIKA,2,3,8,18.5,21.3,6.8,3.4,167.6,122.9,91.2,49.4,10.383,59.718,13.123,2.82,54.873,36.578,109.506,2,9,58.97,12.042,11.791,68.66706319,26.0,22.2,0.3,267,50,17.8,334.8,1,7,2+12,6,30
CHBIKA,1,1,9,19.2,21.8,7.0,3.5,162.5,115.2,92.0,49.7,11.271,53.991,9.869,2.76,53.398,20.699,104.143,4,5.5,52.046,11.595,11.556,76.98967555,16.5,44.8,0.4,330.8,18.7,6.2,355.7,2*,7oe+8,2+12,10,
CHBIKA,2,4,9,18.0,21.4,6.9,3.3,160.7,117.4,86.1,44.9,10.934,54.737,11.241,3.38,52.738,19.712,119.484,5,6.5,57.183,12.854,11.668,70.03177447,14.7,48.6,0.3,258,50.3,20.1,328.4,2*,7oe+8,2+12,10,
CHBIKA,1,1,10,17.8,20.8,6.7,3.4,168.4,120.1,96.1,42.6,11.105,53.344,9.153,3.66,50.1,24.867,144.715,8,6,56.264,11.98,12.227,74.49097831,51.0,19.9,0.4,286.3,52.2,21.5,360,2*,17+18,2+12,8,55
CHBIKA,2,4,10,17.7,21.1,6.8,3.3,163.4,114.7,88.9,45.2,10.35,56.973,10.989,3.61,55.106,43.996,141.545,5,9,58.401,12.306,13.707,71.84539919,49.3,15.6,0.1,267.7,50.8,21.3,339.8,2*,17+18,2+12,8,55
CHBIKA,1,1,11,16.6,20.0,6.5,3.3,171.0,121.6,96.5,41.7,11.212,56.498,10.2,2.14,50.383,33.143,86.382,2,7,55.708,12.434,12.549,72.78576672,21.7,22.2,0.4,273,49.1,15,337.1,1,7,2+12,6,30
CHBIKA,2,3,11,16.4,19.9,6.4,3.2,170.3,127.8,99.6,40.2,11.075,55.268,10.605,2.29,57.064,22.704,97.667,3,7,56.539,11.848,11.159,78.8001814,17.7,17.0,0.2,312.7,37.2,15,364.9,1,7,2+12,6,30
CHBIKA,1,1,12,18.9,21.4,6.9,3.5,172.2,123.2,100.0,50.2,11.145,54.422,9.346,3.69,50.857,25.532,148.052,7,5.5,50.995,11.758,12.883,72.50624858,38.8,25.3,0.2,284.6,25.1,9.4,319.1,2*,17+18,2+12,8,55
CHBIKA,2,4,12,19.5,22.0,7.1,3.5,174.9,125.4,101.2,52.3,10.785,58.001,11.129,3.85,48.942,33.368,135.643,6,7,59.479,10.979,11.395,73.67092992,26.6,27.6,0.2,255.4,31.3,11.1,297.8,2*,17+18,2+12,8,55
CHBIKA,1,2,13,17.1,20.4,6.6,3.3,171.3,120.6,94.6,42.3,11.251,56.731,11.323,3.51,50.507,31.248,121.997,8,7,56.247,11.478,12.464,77.17063063,47.6,22.9,0.3,285.4,46.5,18.2,350.1,2*,7+8,2+12,,52
CHBIKA,2,3,13,19.3,21.5,6.9,3.6,164.7,119.3,86.1,53.6,10.934,55.225,11.017,3.66,49.899,59.429,124.004,6,7.5,62.317,12.526,12.046,73.65326053,38.6,29.1,0.2,292.6,43.7,14.4,350.7,2*,7+8,2+12,,52
CHBIKA,1,2,14,17.2,20.4,6.6,3.3,169.0,120.7,96.8,42.5,11.412,54.405,9.639,2.99,54.779,20.531,128.391,6,7,48.858,12.309,12.511,71.28839496,19.5,18.3,0.4,276.3,34.4,12.6,323.3,1,7,2+12,6,30
CHBIKA,2,3,14,18.6,21.2,6.7,3.5,169.1,120.4,96.3,49.0,10.986,56.992,11.908,2.6,58.111,40.015,106.82,3,5.5,56.964,11.593,11.088,72.90032873,15.6,20.5,0.4,270,50,19.3,339.3,1,7,2+12,6,30
CHBIKA,1,2,15,19.4,21.7,7.0,3.5,166.7,119.5,96.6,50.5,10.824,59.676,11.489,3.24,48.71,23.577,114.336,4,6.5,54.806,10.887,12.072,71.80215665,25.8,21.5,0.4,277.8,39.4,16.4,333.6,2*,17+18,2+12,8,55
CHBIKA,2,4,15,18.2,21.4,7.0,3.3,164.9,115.4,88.3,47.8,10.306,57.681,10.973,3.52,56.783,40.658,142.064,7,8.5,57.098,12.253,12.722,71.86478582,24.6,23.4,0.2,257.3,54.2,22.7,334.2,2*,17+18,2+12,8,55
CHBIKA,1,2,16,18.1,20.8,6.6,3.5,178.4,127.4,101.2,49.2,10.945,59.208,11.482,3.33,42.853,17.465,99.721,2,6,60.862,11.576,12.341,73.21681625,40.7,21.0,0.3,270.8,40.1,14.6,325.5,2*,7,2+12,6,45
CHBIKA,2,3,16,17.8,20.5,6.5,3.5,172.9,123.7,99.2,48.2,10.825,58.36,12.206,2.71,49.993,38.59,92.25,2,8,59.931,11.091,11.156,74.47327567,42.7,18.7,0.3,287.2,34.8,13.8,335.8,2*,7,2+12,6,45
CHBIKA,1,2,17,14.8,19.3,6.3,3.0,165.1,117.9,94.7,33.2,11.116,54.506,10.12,4.08,47.715,23.198,141.885,5,5.5,57.533,12.083,12.417,71.65654506,39.5,19.8,0.3,274.2,36.2,12.9,323.3,2*,17+18,2+12,8,55
CHBIKA,2,4,17,15.6,19.9,6.6,3.0,161.4,119.6,87.3,35.1,11.022,56.386,11.967,3.64,50.345,40.395,126.65,6,7.5,62.649,12.493,12.379,73.65054329,35.6,18.1,0.2,276.5,44.7,15,336.2,2*,17+18,2+12,8,55
CHBIKA,1,2,18,16.2,20.2,6.5,3.2,167.5,119.7,96.1,38.6,11.463,54.25,9.593,2.34,45.494,23.794,77.007,8,5.5,57.68,11.813,12.542,70.88165,20.2,18.4,0.2,277.4,32.5,10.4,320.3,0,7,2+12,4,15
CHBIKA,2,3,18,17.5,20.8,6.7,3.3,166.6,122.0,88.3,44.3,10.899,55.403,11.054,2.49,46.05,21.518,81.803,2,5,62.791,12.364,11.759,70.35140958,21.2,18.0,0.3,240.5,47.2,16,303.7,0,7,2+12,4,15
CHBIKA,1,2,19,16.3,19.9,6.4,3.3,171.4,121.7,96.3,38.4,12.001,51.762,10.235,2.4,49.139,27.202,87.017,2,6.5,52.229,12.208,12.055,70.93662416,23.6,20.8,0.2,273.9,39.4,13.2,326.5,0,17+18,2+12,6,25
CHBIKA,2,4,19,14.9,19.3,6.3,3.0,171.0,121.5,94.6,33.3,11.777,49.637,9.83,2.46,50.806,23.378,107.861,3,5,52.819,12.104,11.194,75.13223879,25.5,18.9,0.2,272.3,38.11,17.7,328.11,0,17+18,2+12,6,25
CHBIKA,1,2,20,17.9,20.9,6.7,3.4,166.0,118.2,95.9,45.6,10.939,55.016,9.764,3.43,52.876,29.137,136.51,6,7,53.788,12.069,12.005,70.68289115,17.5,20.5,0.1,283.8,24.6,10.5,318.9,0,17+18,2+12,6,25
CHBIKA,2,4,20,18.0,21.1,6.7,3.4,162.1,118.8,87.4,47.6,10.316,55.72,10.032,4.24,52.418,24.744,160.881,7,9,58.647,12.792,11.855,70.86908645,16.4,18.3,0.4,266,53,22.1,341.1,0,17+18,2+12,6,25
CHBIKA,1,2,21,19.6,22.0,7.1,3.5,164.4,120.9,87.7,52.6,11.024,55.945,12.098,3.12,56.396,41.34,121.855,6,8,58.689,12.082,12.337,69.62499449,33.0,20.2,0.3,274.7,32.1,9.2,316,0,7+9,2+12,5,27
CHBIKA,2,3,21,19.5,22.0,7.1,3.5,163.7,120.5,89.9,52.6,10.795,55.21,11.798,3.08,55.985,23.251,126.141,6,10,54.777,12.612,12.646,72.55991376,35.4,23.3,0.3,287.1,44.1,18.8,350,0,7+9,2+12,5,27
CHBIKA,1,2,22,17.0,20.8,6.8,3.2,167.7,124.8,91.0,39.0,10.706,51.552,9.375,2.6,52.893,38.646,97.979,2,7,60.398,11.994,12.913,73.87110916,18.5,20.0,0.2,280.5,41.4,15.1,337,0,7,2+12,4,15
CHBIKA,2,4,22,16.7,20.1,6.6,3.2,170.1,119.7,87.7,38.8,11.022,57.569,13.036,2.86,44.623,40.953,88.851,2,9,63.644,11.984,11.763,73.61949957,15.0,21.5,0.2,272.3,48.5,20.5,341.3,0,7,2+12,4,15
CHBIKA,1,2,23,17.2,20.6,6.8,3.2,168.3,125.9,89.0,41.3,11.081,57.331,12.74,2.57,49.041,28.077,86.711,3,6,72.352,11.926,13.371,72.45144545,14.3,19.0,0.4,279.6,31.8,12.4,323.8,1,7,2+12,6,30
CHBIKA,2,4,23,15.5,19.7,6.6,3.0,171.9,122.4,94.7,34.6,11.138,55.051,10.15,2.79,53.793,41.365,108.381,3,6.5,52.692,11.881,11.32,73.15079689,16.8,16.5,0.4,281.8,29.4,11,322.2,1,7,2+12,6,30
CHBIKA,1,2,24,18.2,21.2,6.8,3.4,163.9,120.9,89.4,46.0,10.809,56.424,12.098,3.54,52.584,21.31,125.128,4,5.5,61.296,11.685,11.456,71.72609312,15.4,20.7,0.3,273.2,40.6,15.1,328.9,1,17+18,2+12,8,40
CHBIKA,2,4,24,17.4,20.8,6.8,3.3,169.3,121.6,98.9,40.8,10.88,55.125,10.798,2.84,50.412,22.733,102.987,3,6.5,46.954,11.213,11.19,70.98923629,17.1,16.0,0.1,249.5,61.2,21.7,332.4,1,17+18,2+12,8,40
BEJA,1,1,1,20.3,22.8,7.6,3.4,175.0,124.6,89.8,51.7,10.984,58.876,11.754,6.23,38.89,46.171,180.75,8,6.5,72.856,10.568,12.441,71.45324984,36.7,25.2,0.155,275.2,38.7,17,330.9,0,7,2+10,,
BEJA,1,1,2,18.4,21.2,6.9,3.4,164.0,114.0,83.4,48.3,10.945,59.976,13.895,5.93,43.968,55.299,168.078,6,5.5,53.915,11.161,10.919,70.88073629,17.2,22.2,0.263,279.2,39.5,14,332.7,0,7,2+10,,
BEJA,1,1,3,17.8,20.9,6.8,3.3,165.5,115.4,85.9,44.8,10.949,60.931,13.47,5.38,39.659,27.857,157.065,8,5,50.302,11.556,11.081,72.18370142,26.0,25.8,0.351,269.5,52.7,15.1,337.3,2*,7,5+10,8,
BEJA,1,1,4,17.9,21.0,6.8,3.3,175.9,122.5,87.0,45.9,11.448,59.06,13.533,6.23,37.312,38.011,166.672,7,6,58.41,11.22,11.355,68.1637769,28.3,18.8,0.296,283.7,31.5,11.1,326.3,1,7,2+12,6,30
BEJA,1,1,5,16.5,20.9,6.9,3.0,170.8,114.5,84.6,39.0,11.044,61.342,14.483,4.68,37.305,28.083,126.221,4,6.5,64.629,13.105,11.764,67.63346478,20.5,18.5,0.235,255.1,48.7,15.2,319,2*,7+9,2+12,7,57
BEJA,1,1,6,18.2,21.4,6.9,3.3,176.7,123.4,89.9,45.4,11.3,54.745,10.214,4.01,40.218,28.135,125.713,3,6.5,56.99,11.4,11.326,74.70245632,37.3,28.0,0.135,262.7,41.3,20.5,324.5,1,7,2+12,6,30
BEJA,1,1,7,17.5,20.9,6.9,3.2,176.2,122.3,89.0,43.6,10.941,61.536,13.549,5.88,37.316,39.865,169.993,8,7.5,55.002,11.226,11.246,70.40462935,25.2,18.0,0.161,264.1,42,15.1,321.2,1,17+18,2+12,8,40
BEJA,1,1,8,19.5,21.6,7.0,3.5,178.6,125.8,95.6,52.3,10.767,62.652,14.567,4.93,36.572,49.374,126.308,5,6.5,59.737,10.775,12.057,71.42857143,15.0,18.7,0.202,261.5,52.2,14.5,328.2,1,7,2+12,6,30
BEJA,1,1,9,19.4,22.1,7.2,3.4,171.6,121.2,92.3,50.5,11.69,58.108,12.702,3.88,42.739,24.548,126.742,5,6,52.932,10.866,13.575,70.02292288,17.5,18.8,0.251,280.2,33.1,10.5,323.8,2*,7oe+8,2+12,10,
BEJA,1,1,10,18.2,21.3,7.0,3.3,173.5,123.6,95.0,45.1,11.195,59.242,13.522,3.12,42.012,,115.926,,7,58.817,10.913,11,76.17320819,20.8,18.7,0.276,269.8,73,14.3,357.1,2*,17+18,2+12,8,55
BEJA,1,1,11,17.0,20.5,6.7,3.2,172.8,121.6,91.9,42.5,11.205,58.189,12.161,2.8,44.177,42.598,91.213,2,7,57.903,11.451,11.114,70.58180227,36.5,17.8,0.262,276.2,33.8,12.7,322.7,1,7,2+12,6,30
BEJA,1,1,12,18.6,21.9,7.2,3.3,173.5,121.4,90.6,47.6,10.924,59.95,13.784,7.64,40.488,45.574,207.752,8,7.5,52.765,11.582,11.332,71.76480477,20.2,30.8,0.216,288.6,38.1,14.8,341.5,2*,17+18,2+12,8,55
BEJA,1,2,13,17.8,20.9,6.8,3.3,172.0,119.0,82.3,46.2,11.404,59.458,14.041,7.28,35.377,35.298,191.296,7,7,61.046,11.749,11.897,71.43147373,23.3,18.1,0.234,297.4,41.6,12.6,351.6,2*,7+8,2+12,,52
BEJA,1,2,14,17.6,20.7,6.7,3.3,170.3,118.4,82.1,45.2,11.254,59.338,13.58,4.2,44.254,41.286,132.218,5,6.5,55.868,11.217,11.579,70.77297357,27.2,28.5,0.228,262.8,41.2,16,320,1,7,2+12,6,30
BEJA,1,2,15,18.9,22.2,7.4,3.2,171.1,119.5,86.6,44.8,11.015,61.18,14.496,5.44,40.162,27.443,172.052,8,5.5,53.323,10.756,11.038,67.23897604,20.6,18.4,0.182,236.4,47.7,19.8,303.9,2*,17+18,2+12,8,55
BEJA,1,2,16,18.1,21.1,6.8,3.4,179.4,124.5,91.9,47.7,11.084,61.117,14.549,5.03,34.063,23.421,129.295,5,7,59.177,11.122,11.341,74.84485677,22.6,35.3,0.245,331.3,21.2,5.7,358.2,2*,7,2+12,6,45
BEJA,1,2,17,15.8,19.9,6.5,3.1,172.4,121.0,85.8,37.5,11.398,59.727,14.138,8.75,32.98,41.613,210.31,,7.5,57.206,11.174,11.56,70.45515644,19.3,19.2,0.242,281.4,41.7,17.6,340.7,2*,17+18,2+12,8,55
BEJA,1,2,18,15.9,20.3,6.7,3.0,172.9,120.6,89.0,34.7,11.463,58.625,13.299,3.7,39.485,19.982,111.517,4,6.5,57.881,11.593,11.287,70.24407207,22.5,19.4,0.326,257.6,49.5,16.1,323.2,0,7,2+12,4,15
BEJA,1,2,19,17.2,20.8,6.8,3.2,180.1,128.8,97.2,42.3,12.172,51.664,10.55,2.96,41.652,27.791,94.591,5,6,56.074,11.145,10.848,76.63883627,17.1,41.3,0.134,268.3,41.3,18.1,327.7,0,17+18,2+12,6,25
BEJA,1,2,20,16.8,20.6,6.7,3.2,174.2,122.2,92.8,38.1,11.284,57.544,11.421,3.38,49.135,,140.677,8,6,56.458,11.752,11.023,69.48407165,18.3,39.2,0.220,270,37.7,16.2,323.9,0,17+18,2+12,6,25
BEJA,1,2,21,17.8,21.3,7.0,3.2,167.6,118.5,90.5,45.3,11.376,57.659,12.834,5.38,47.81,42.861,183.61,7,6,52.255,11.235,13.571,69.48850728,18.2,18.9,0.339,278.3,42,19.2,339.5,0,7+9,2+12,5,27
BEJA,1,2,22,17.0,20.5,6.8,3.2,174.6,125.2,96.6,39.2,11.315,56.239,11.523,3.97,42.801,30.676,133.923,4,4.5,59.48,10.949,10.972,71.19968395,17.3,18.9,0.156,278,32.6,13.8,324.4,0,7,2+12,4,15
BEJA,1,2,23,16.7,20.6,6.8,3.1,175.6,125.1,95.3,37.8,11.363,59.056,13.549,3.2,45.872,28.001,109.708,3,6.5,62.125,11.193,11.375,72.14111401,33.2,20.0,0.254,290.6,32.8,13.6,337,1,7,2+12,6,30
BEJA,1,2,24,18.0,21.1,7.0,3.3,170.3,121.7,95.6,44.3,11.211,58.381,13.506,4.35,44.353,52.062,135.313,5,5,56.767,11.057,11.191,69.95608044,18.9,19.6,0.248,273.1,42,17.8,332.9,1,17+18,2+12,8,40
BEJA,2,3,21,18.0,21.4,7.1,3.2,166.7,119.2,93.7,44.7,11.302,56.491,11.612,4.5,49.424,41.647,159.832,6,8,52.516,11.361,10.887,,20.6,18.7,0.151,226.3,19.2,7.6,253.1,0,7+9,2+12,5,27
BEJA,2,3,13,17.6,20.8,6.9,3.3,169.9,118.5,81.5,44.1,11.284,58.283,13.734,7.5,43.48,46.309,219.234,8,9,62.582,11.543,11.369,72.5352558,28.3,19.5,0.264,276.8,51.7,15.6,344.1,2*,7+8,2+12,,52
BEJA,2,3,18,16.7,20.7,6.8,3.1,169.5,118.0,82.0,39.9,11.317,56.036,11.108,3.41,41.772,23.854,120.305,3,5,61.24,11.901,11.173,68.30426257,22.5,19.0,0.206,265.4,49.4,16.1,330.9,0,7,2+12,4,15
BEJA,2,3,8,19.0,21.8,7.0,3.4,172.9,120.1,85.6,51.0,10.665,60.54,12.971,4.16,41.502,35.459,119.645,3,7.5,54.705,11.074,11.479,71.388035,17.3,20.4,0.231,242.7,43.5,15.7,301.9,1,7,2+12,6,30
BEJA,2,3,3,16.6,20.7,6.9,3.1,167.8,116.8,85.1,38.4,11.049,59.672,12.316,6.16,37.814,28.103,184.13,7,4.5,52.643,11.695,11.687,68.12056885,26.5,26.4,0.240,249.2,56.1,23.3,328.6,2*,7,5+10,8,
BEJA,2,3,6,18.3,21.5,7.0,3.3,177.0,123.0,87.3,46.5,11.497,57.988,12.418,4.67,40.996,25.569,136.583,4,7.5,59.035,11.409,11.18,71.2759298,36.0,27.3,0.247,273.2,40,17,330.2,1,7,2+12,6,30
BEJA,2,3,2,17.7,21.0,6.9,3.3,167.0,116.3,86.9,45.3,11.058,58.868,11.684,5.93,44.725,26.501,187.797,7,7.5,56.055,10.997,13.614,73.98928818,20.4,19.8,0.228,313.8,22.8,6,342.6,0,7,2+10,,
BEJA,2,3,5,17.2,21.3,7.1,3.1,170.2,115.2,87.1,41.8,11.05,61.988,14.378,3.94,35.496,27.216,101.606,2,5,63.889,12.772,11.214,69.80880391,18.6,17.8,0.227,249,61.1,19.6,329.7,2*,7+9,2+12,7,57
BEJA,2,3,14,17.4,20.7,6.7,3.3,173.5,121.6,90.9,44.8,11.278,58.536,12.914,3.91,44.998,29.385,134.384,4,8.5,57.903,11.239,10.935,69.18842272,31.1,25.7,0.245,262.4,49.1,20.3,331.8,1,7,2+12,6,30
BEJA,2,3,16,17.6,20.7,6.7,3.3,179.8,126.5,96.0,44.3,11.028,60.695,14.314,4.92,35.228,33.816,121.62,4,7.5,57.895,10.888,13.645,72.78261782,24.5,38.3,0.281,281.8,45.7,19.2,346.7,2*,7,2+12,6,45
BEJA,2,3,1,20.4,22.9,7.7,3.4,173.7,124.5,98.4,48.8,11.017,60.031,13.565,6.98,38.058,32.887,201.533,8,7,60.33,10.68,13.732,70.69077547,34.9,27.4,0.260,247,52,16.5,315.5,0,7,2+10,,
BEJA,2,3,11,18.0,20.7,6.7,3.4,176.7,124.9,86.1,45.2,11.281,60.267,13.94,3.88,39.761,30.994,109.686,5,8,82.165,11.484,9.945,71.62185016,33.0,17.9,0.177,279.6,43.8,15.4,338.8,1,7,2+12,6,30
BEJA,2,4,23,17.2,20.6,6.8,3.2,181.9,129.0,88.0,39.3,11.71,56.478,11.345,4.24,39.979,28.532,126.791,5,6.5,61.416,10.998,10.695,71.32050544,35.1,23.3,0.177,280.5,37.6,16.6,334.7,1,7,2+12,6,30
BEJA,2,4,19,18.4,21.1,6.9,3.4,178.3,125.5,82.3,45.4,12.388,53.423,12.031,3.43,42.317,25.545,109.663,4,9.5,72.869,11.938,10.703,82.57813345,15.5,45.0,0.208,,,,337.6,0,17+18,2+12,6,25
BEJA,2,4,24,17.5,20.9,6.9,3.2,170.2,118.2,83.5,40.7,11.077,58.235,12.159,4.99,45.768,31.899,167.165,7,6,80.428,12.523,11.098,71.29853719,21.8,18.4,0.170,263.5,50.3,19.1,332.9,1,17+18,2+12,8,40
BEJA,2,4,12,19.6,22.2,7.3,3.4,177.4,123.3,89.0,50.8,11.04,59.541,12.598,7.2,44.332,52.131,214.499,8,7.5,70.219,11.902,11.19,70.27156306,20.3,31.6,0.184,271.8,38.4,13,323.2,2*,17+18,2+12,8,55
BEJA,2,4,20,18.4,21.5,7.0,3.3,172.5,119.9,87.2,46.1,10.953,55.923,9.927,5.06,44.991,27.542,172.231,7,6.5,72.221,11.986,10.802,68.23737099,18.3,43.0,0.195,246.4,39.5,15.6,301.5,0,17+18,2+12,6,25
BEJA,2,4,17,16.1,20.2,6.7,3.1,170.1,119.9,85.8,35.7,11.193,56.531,10.755,5.49,42.893,32.548,175.05,8,9,74.855,11.669,11.43,71.91489362,21.1,19.5,0.173,271,38.3,11.8,321.1,2*,17+18,2+12,8,55
BEJA,2,4,9,18.1,21.5,7.1,3.2,172.2,118.9,83.7,42.2,11.615,55.715,11.65,4.11,46.662,21.077,149.624,4,8.5,70.05,12.867,10.128,71.76222652,16.5,15.3,0.191,272.5,42.3,15.5,330.3,2*,7oe+8,2+12,10,
